crsCode245392,deptId35527,crsName988277,descr526335
crsCode782182,deptId460586,crsName480192,descr131377
crsCode563372,deptId301085,crsName80102,descr119803
crsCode764042,deptId380633,crsName283747,descr434054
crsCode882335,deptId362797,crsName155440,descr854871
crsCode532533,deptId826892,crsName476226,descr729051
crsCode957708,deptId977364,crsName732644,descr141104
crsCode131519,deptId713323,crsName235056,descr143773
crsCode360598,deptId163142,crsName385065,descr995683
crsCode108071,deptId249411,crsName161016,descr502827
crsCode347817,deptId395254,crsName589890,descr600670
crsCode28246,deptId523521,crsName620322,descr669396
crsCode815420,deptId774813,crsName481160,descr815972
crsCode630625,deptId83573,crsName912109,descr276122
crsCode605841,deptId971889,crsName168562,descr587526
crsCode178246,deptId678160,crsName569620,descr140273
crsCode905266,deptId316014,crsName746638,descr175083
crsCode16811,deptId78245,crsName71436,descr864768
crsCode504883,deptId17168,crsName248263,descr804233
crsCode471139,deptId963371,crsName178241,descr399198
crsCode232692,deptId398998,crsName633183,descr652905
crsCode143594,deptId514360,crsName389342,descr21141
crsCode762718,deptId699776,crsName858611,descr130278
crsCode207654,deptId83527,crsName171716,descr499043
crsCode346211,deptId142354,crsName815164,descr641902
crsCode829990,deptId480051,crsName563535,descr316916
crsCode314879,deptId862414,crsName570698,descr888959
crsCode181604,deptId515001,crsName870485,descr981224
crsCode407099,deptId592765,crsName731721,descr123946
crsCode509508,deptId321978,crsName694632,descr832403
crsCode816550,deptId867878,crsName356029,descr805331
crsCode297428,deptId904886,crsName34961,descr585335
crsCode345052,deptId696597,crsName756935,descr875119
crsCode273484,deptId744465,crsName834581,descr384459
crsCode171265,deptId953685,crsName539487,descr925061
crsCode195149,deptId575825,crsName460849,descr727799
crsCode27012,deptId629430,crsName662297,descr712557
crsCode967140,deptId788893,crsName838623,descr870037
crsCode794974,deptId724359,crsName785891,descr681427
crsCode447557,deptId732543,crsName647313,descr820593
crsCode292306,deptId522332,crsName364418,descr817396
crsCode440210,deptId488547,crsName889842,descr133769
crsCode835180,deptId905,crsName937562,descr507678
crsCode386707,deptId738453,crsName215082,descr117262
crsCode538500,deptId559972,crsName756453,descr522420
crsCode983356,deptId75078,crsName165144,descr5537
crsCode468474,deptId78278,crsName933368,descr113128
crsCode153772,deptId87175,crsName8087,descr644374
crsCode230905,deptId420490,crsName161795,descr725823
crsCode55658,deptId986188,crsName171771,descr814835
crsCode983286,deptId770444,crsName852111,descr117968
crsCode418344,deptId309995,crsName428371,descr745585
crsCode180207,deptId421227,crsName983039,descr323140
crsCode657986,deptId63578,crsName579494,descr867834
crsCode192877,deptId552008,crsName536209,descr514583
crsCode521277,deptId349427,crsName196024,descr858409
crsCode375940,deptId114756,crsName441052,descr880725
crsCode68554,deptId612466,crsName884804,descr648332
crsCode718416,deptId336069,crsName547666,descr424861
crsCode679938,deptId603765,crsName793024,descr276325
crsCode99832,deptId761265,crsName6396,descr37473
crsCode586345,deptId322747,crsName245150,descr676004
crsCode141549,deptId168048,crsName268546,descr108388
crsCode78828,deptId78117,crsName910087,descr970734
crsCode357992,deptId490606,crsName486819,descr123258
crsCode60645,deptId628408,crsName404768,descr302937
crsCode438961,deptId338966,crsName574390,descr752970
crsCode735699,deptId170393,crsName642502,descr901805
crsCode163220,deptId543895,crsName304177,descr215695
crsCode117476,deptId632654,crsName915859,descr829348
crsCode243947,deptId750435,crsName249055,descr711506
crsCode682158,deptId524291,crsName914136,descr987369
crsCode226201,deptId247914,crsName829866,descr996337
crsCode530671,deptId466242,crsName580131,descr870109
crsCode736459,deptId998691,crsName598673,descr138331
crsCode280017,deptId997561,crsName35640,descr998861
crsCode99767,deptId435780,crsName152048,descr631377
crsCode135465,deptId13688,crsName736153,descr251388
crsCode866718,deptId13380,crsName371261,descr816422
crsCode601397,deptId886704,crsName134208,descr40543
crsCode658571,deptId127199,crsName140294,descr34496
crsCode252188,deptId969524,crsName954337,descr659932
crsCode488402,deptId747665,crsName148789,descr968532
crsCode82799,deptId452923,crsName749931,descr197705
crsCode118420,deptId472665,crsName184398,descr962413
crsCode687404,deptId515547,crsName677253,descr393139
crsCode946424,deptId111672,crsName609133,descr872869
crsCode181495,deptId410319,crsName77907,descr78931
crsCode899313,deptId367,crsName600331,descr206121
crsCode447072,deptId519282,crsName814575,descr814554
crsCode724540,deptId551172,crsName919352,descr177976
crsCode509538,deptId228353,crsName114994,descr547238
crsCode761888,deptId977405,crsName272863,descr200997
crsCode585375,deptId828573,crsName990443,descr186506
crsCode733997,deptId812898,crsName563078,descr250320
crsCode653926,deptId742598,crsName357347,descr910794
crsCode968831,deptId51455,crsName465869,descr53681
crsCode124079,deptId213152,crsName906913,descr422555
crsCode426747,deptId432671,crsName56236,descr125645
crsCode932764,deptId641841,crsName206049,descr387815
crsCode649678,deptId438865,crsName464503,descr541309
crsCode18616,deptId204512,crsName165021,descr493447
crsCode958131,deptId98727,crsName144731,descr466478
crsCode554104,deptId903864,crsName697735,descr727366
crsCode953579,deptId821874,crsName173024,descr339163
crsCode396606,deptId963234,crsName814346,descr385508
crsCode200515,deptId135558,crsName582054,descr478933
crsCode234578,deptId809902,crsName910285,descr26128
crsCode106515,deptId675324,crsName368618,descr381691
crsCode557929,deptId330442,crsName67249,descr505261
crsCode149436,deptId486122,crsName887680,descr161921
crsCode388193,deptId228040,crsName336912,descr462797
crsCode732071,deptId894700,crsName84375,descr649133
crsCode998208,deptId450716,crsName452158,descr720056
crsCode10826,deptId892127,crsName605882,descr681877
crsCode298681,deptId693980,crsName869577,descr182950
crsCode97827,deptId991456,crsName956043,descr608289
crsCode6760,deptId283198,crsName420347,descr252096
crsCode383548,deptId163152,crsName397000,descr660879
crsCode676691,deptId950172,crsName41364,descr281506
crsCode715367,deptId894418,crsName100360,descr727017
crsCode744617,deptId162738,crsName873362,descr743004
crsCode142466,deptId41547,crsName902460,descr142032
crsCode495364,deptId148190,crsName779754,descr439212
crsCode468850,deptId939937,crsName872496,descr836597
crsCode422504,deptId567775,crsName112654,descr997188
crsCode185001,deptId426493,crsName6473,descr892634
crsCode25411,deptId84439,crsName513190,descr320330
crsCode991009,deptId609352,crsName721030,descr928532
crsCode644461,deptId802377,crsName642393,descr44754
crsCode159327,deptId107888,crsName628480,descr321867
crsCode188711,deptId128474,crsName984451,descr193318
crsCode170675,deptId240164,crsName131691,descr156473
crsCode886365,deptId818003,crsName297790,descr192254
crsCode882741,deptId966228,crsName960149,descr448102
crsCode827942,deptId47069,crsName380827,descr427272
crsCode514119,deptId11313,crsName358500,descr887986
crsCode989184,deptId231811,crsName871719,descr476576
crsCode800727,deptId694450,crsName891994,descr581515
crsCode687702,deptId582963,crsName170793,descr714904
crsCode691803,deptId785229,crsName904274,descr900465
crsCode730876,deptId901309,crsName741216,descr932081
crsCode28308,deptId739769,crsName899713,descr382585
crsCode93615,deptId569745,crsName548038,descr867616
crsCode767373,deptId267122,crsName870839,descr209607
crsCode222487,deptId690501,crsName88337,descr377162
crsCode745884,deptId485300,crsName73374,descr540498
crsCode350341,deptId987405,crsName516270,descr324295
crsCode927581,deptId256959,crsName72055,descr562787
crsCode392055,deptId300224,crsName56903,descr388514
crsCode814715,deptId987409,crsName876193,descr219093
crsCode37777,deptId841561,crsName192060,descr444886
crsCode304617,deptId778158,crsName255444,descr565974
crsCode978276,deptId677363,crsName566954,descr747602
crsCode831778,deptId415963,crsName417631,descr27300
crsCode873,deptId365580,crsName715433,descr472182
crsCode385966,deptId312862,crsName459823,descr29009
crsCode908548,deptId381634,crsName190407,descr161875
crsCode139742,deptId673472,crsName20297,descr181503
crsCode986882,deptId6872,crsName636368,descr491055
crsCode410509,deptId179082,crsName269517,descr527140
crsCode708829,deptId173362,crsName9415,descr763774
crsCode590110,deptId565771,crsName927347,descr162375
crsCode983669,deptId732756,crsName359659,descr43113
crsCode667650,deptId962895,crsName832463,descr570880
crsCode692566,deptId877350,crsName726645,descr357066
crsCode571825,deptId3689,crsName449677,descr660987
crsCode372918,deptId760882,crsName741782,descr951470
crsCode611117,deptId233770,crsName693687,descr607541
crsCode866997,deptId815524,crsName337979,descr688081
crsCode819396,deptId637606,crsName428844,descr930877
crsCode726428,deptId376969,crsName614986,descr657317
crsCode962381,deptId969078,crsName955177,descr668212
crsCode947809,deptId350544,crsName960420,descr929930
crsCode444007,deptId80752,crsName187649,descr363213
crsCode846431,deptId399243,crsName303011,descr208215
crsCode202431,deptId886640,crsName784358,descr396429
crsCode96864,deptId993134,crsName154971,descr118607
crsCode508872,deptId159315,crsName553440,descr52363
crsCode227476,deptId497935,crsName449242,descr108
crsCode656130,deptId369526,crsName680657,descr46833
crsCode228377,deptId840804,crsName373417,descr594776
crsCode432245,deptId407162,crsName384249,descr107064
crsCode27955,deptId449031,crsName479882,descr514542
crsCode826037,deptId178499,crsName140270,descr291631
crsCode625618,deptId58869,crsName381690,descr219389
crsCode150365,deptId919668,crsName891937,descr176693
crsCode568720,deptId880010,crsName411950,descr731396
crsCode52566,deptId705204,crsName223261,descr59962
crsCode906290,deptId978694,crsName226775,descr780151
crsCode745423,deptId689771,crsName516041,descr114818
crsCode927076,deptId753738,crsName37792,descr233144
crsCode866499,deptId121541,crsName274147,descr578465
crsCode533055,deptId233179,crsName112748,descr608222
crsCode16440,deptId864365,crsName417028,descr925951
crsCode65285,deptId210206,crsName225178,descr520881
crsCode238076,deptId174867,crsName270816,descr252948
crsCode936608,deptId246233,crsName207299,descr113067
crsCode701608,deptId942566,crsName888260,descr110445
crsCode385448,deptId139640,crsName400824,descr620088
crsCode510366,deptId635098,crsName213016,descr399397
crsCode804060,deptId205381,crsName100614,descr356406
crsCode793805,deptId455523,crsName726109,descr295276
crsCode179173,deptId561071,crsName181875,descr499829
crsCode897577,deptId590840,crsName218030,descr820483
crsCode825496,deptId739587,crsName156544,descr206200
crsCode79541,deptId793040,crsName115712,descr7485
crsCode285554,deptId438069,crsName285158,descr412594
crsCode561466,deptId473255,crsName672803,descr650624
crsCode258715,deptId493400,crsName939227,descr678730
crsCode182991,deptId393082,crsName68352,descr350657
crsCode684070,deptId34977,crsName2316,descr485718
crsCode404689,deptId262982,crsName590362,descr763531
crsCode281421,deptId143079,crsName690018,descr202467
crsCode725545,deptId766668,crsName487759,descr52216
crsCode332470,deptId317989,crsName210559,descr511531
crsCode434187,deptId984272,crsName908758,descr802101
crsCode716338,deptId402102,crsName459583,descr153628
crsCode886003,deptId316053,crsName545025,descr383746
crsCode143226,deptId442456,crsName498041,descr492632
crsCode411751,deptId167138,crsName269370,descr389679
crsCode3890,deptId107305,crsName160894,descr138927
crsCode1081,deptId193215,crsName181255,descr360160
crsCode372456,deptId245549,crsName272022,descr467750
crsCode517508,deptId607160,crsName9351,descr30026
crsCode553492,deptId838405,crsName242631,descr149938
crsCode494828,deptId382040,crsName708532,descr716467
crsCode56727,deptId272760,crsName628495,descr112637
crsCode67040,deptId525423,crsName810400,descr513205
crsCode769789,deptId387630,crsName833959,descr355488
crsCode903961,deptId993037,crsName422970,descr38714
crsCode62525,deptId352047,crsName913408,descr932327
crsCode37146,deptId552899,crsName898696,descr854529
crsCode12277,deptId659560,crsName344135,descr783824
crsCode316975,deptId212136,crsName785644,descr577111
crsCode838192,deptId665765,crsName397858,descr633867
crsCode829936,deptId252754,crsName594465,descr998559
crsCode108194,deptId321368,crsName953137,descr951866
crsCode644669,deptId699672,crsName499965,descr121354
crsCode429672,deptId461584,crsName837328,descr139570
crsCode837505,deptId739159,crsName331502,descr187935
crsCode418953,deptId296450,crsName653201,descr598648
crsCode585520,deptId459369,crsName881215,descr77172
crsCode9913,deptId610692,crsName144580,descr29573
crsCode880586,deptId651694,crsName72466,descr552626
crsCode756435,deptId196172,crsName19249,descr642178
crsCode379992,deptId911495,crsName235812,descr186068
crsCode199324,deptId929012,crsName720794,descr190412
crsCode792556,deptId556821,crsName563854,descr659304
crsCode571077,deptId139001,crsName528188,descr775024
crsCode89827,deptId480894,crsName707967,descr259660
crsCode162023,deptId727927,crsName671116,descr781999
crsCode127523,deptId653416,crsName294533,descr344049
crsCode737350,deptId826286,crsName961339,descr723195
crsCode754591,deptId848828,crsName765699,descr654555
crsCode791439,deptId252032,crsName34419,descr303160
crsCode456656,deptId79331,crsName500154,descr480351
crsCode682139,deptId484015,crsName857,descr96507
crsCode772539,deptId280908,crsName296770,descr797220
crsCode162796,deptId728611,crsName249995,descr348302
crsCode842479,deptId692516,crsName597135,descr289570
crsCode668717,deptId118114,crsName100001,descr440233
crsCode279749,deptId856475,crsName842798,descr324709
crsCode275124,deptId395478,crsName863598,descr642618
crsCode409696,deptId947237,crsName999559,descr685769
crsCode331201,deptId343242,crsName225214,descr314654
crsCode67373,deptId73654,crsName814746,descr696319
crsCode132990,deptId490028,crsName986455,descr722917
crsCode311393,deptId160645,crsName575300,descr265543
crsCode759294,deptId778252,crsName259002,descr917649
crsCode454655,deptId109833,crsName861753,descr231028
crsCode670784,deptId438811,crsName87968,descr305879
crsCode489361,deptId15678,crsName789384,descr202347
crsCode35434,deptId330221,crsName592703,descr916892
crsCode981164,deptId920929,crsName814812,descr683939
crsCode671312,deptId292407,crsName573763,descr994808
